# Time-averaged data for fix avg
# TimeStep v_dens v_vol_
35000 1.0314 58409.7
40000 1.0328 58329
45000 1.0328 58329.8
50000 1.03125 58417
55000 1.03585 58157.9
60000 1.03247 58348.4
65000 1.03391 58266.8
70000 1.03638 58127.9
75000 1.03386 58270.4
80000 1.03415 58253.9
85000 1.03222 58362.5
