# Time-averaged data for fix muavg
# TimeStep v_muex v_boltz v_wvol
63200 2.71784 0.0104737 16015.7
63300 -1.38272 10.1693 15976.8
63400 4.2821 0.000759557 15930.5
63500 -0.673181 3.09316 15917.5
63600 8.18651 1.08707e-06 15829.6
63700 3.42188 0.00321524 15722.1
63800 3.08255 0.00568085 15672.5
63900 1.91556 0.0402292 15633.8
64000 -1.78654 20.0201 15621
64100 1.97777 0.0362434 15625.5
64200 0.386785 0.522677 15706.2
64300 3.09413 0.00557156 15833.1
64400 2.45969 0.0161493 15913.4
64500 0.319597 0.585031 15938.6
64600 -1.21939 7.73223 15931.6
64700 1.37996 0.0987918 15920
64800 2.54973 0.0138856 15897.4
64900 2.71632 0.0105003 15862
65000 1.81461 0.0476527 15815.4
65100 2.78048 0.00942901 15832.6
65200 1.69175 0.0585577 15887.2
65300 1.0534 0.170849 15966.4
65400 -1.9919 28.2534 16012.3
65500 5.42781 0.000111154 16047.9
65600 -2.08412 32.9796 16070.9
65700 2.88197 0.00795301 16042.7
65800 0.0134011 0.977772 15974.2
65900 3.74247 0.0018779 15927.6
66000 -0.370656 1.86216 15872.8
66100 3.44567 0.00308946 15771.7
66200 8.51568 6.25841e-07 15662.2
66300 2.53888 0.0141406 15601
66400 1.23706 0.125551 15607.7
66500 0.186062 0.731908 15675.4
66600 5.79044 6.04998e-05 15699.5
66700 3.847 0.00157588 15736.3
66800 -1.98679 28.0121 15731
66900 1.29809 0.113334 15732.1
67000 4.0808 0.00106464 15759.3
67100 -0.899311 4.51995 15783.5
67200 4.02995 0.00115943 15731.3
67300 4.25692 0.000792317 15690.8
67400 4.78789 0.000325159 15694.4
67500 0.486204 0.442393 15754.2
67600 2.37948 0.018475 15823.5
67700 -1.27013 8.41917 15823.8
67800 0.208692 0.704647 15774.7
67900 1.3063 0.111784 15714.2
68000 4.19674 0.000876477 15737.5
68100 0.702851 0.307599 15779.5
68200 2.02352 0.0335659 15850.9
68300 0.905519 0.21895 15969.8
68400 -1.26393 8.33213 16041.2
68500 -0.562584 2.56941 16094.6
68600 2.55648 0.0137291 16002
68700 2.79202 0.00924822 15795.9
68800 6.38661 2.22564e-05 15626
