# Time-averaged data for fix avg
# TimeStep v_dens v_vol_
35000 1.17244 15967.2
40000 1.171 15987
45000 1.16994 16001.5
50000 1.17102 15986.7
55000 1.16817 16025.9
60000 1.16782 16031
65000 1.1676 16033.6
70000 1.16648 16049
75000 1.16307 16095.9
80000 1.1655 16062.6
85000 1.16921 16011.5
90000 1.16368 16087.9
95000 1.16432 16078.7
100000 1.1652 16066.4
105000 1.16561 16060.9
