# Time-averaged data for fix avg
# TimeStep v_dens v_vol_
35000 1.01276 58302.3
40000 1.01336 58268.1
45000 1.01304 58286.1
50000 1.01269 58306.2
55000 1.0144 58208.6
60000 1.01387 58238.6
65000 1.01459 58197.7
70000 1.01681 58070.8
75000 1.01702 58058.1
80000 1.01826 57987.2
85000 1.01689 58065
90000 1.0168 58071.2
95000 1.01647 58089.5
100000 1.01488 58180.5
105000 1.01356 58256.1
