# Time-averaged data for fix avg
# TimeStep v_dens v_vol_
35000 1.16595 16184.6
40000 1.16984 16130.8
45000 1.16692 16170.9
50000 1.16919 16139.9
55000 1.16643 16178
60000 1.16795 16157.1
65000 1.1713 16110.6
70000 1.16568 16188.2
75000 1.16514 16196
80000 1.16917 16139.9
85000 1.17307 16086.4
90000 1.17294 16088.4
95000 1.16817 16153.6
100000 1.17537 16055.1
105000 1.17459 16065.6
