# Time-averaged data for fix muavg
# TimeStep v_muex v_boltz v_wvol
55400 1.17059 0.14036 15883
55500 1.29815 0.113323 15781.8
55600 -2.23948 42.7982 15784.9
55700 0.153738 0.772688 15847.8
55800 -0.489398 2.27258 15912.4
55900 1.80896 0.0481066 16017.8
56000 3.38192 0.00343816 16058.3
56100 0.91008 0.217281 15971.4
56200 -0.97863 5.16317 15917.3
56300 -3.79782 584.317 15917.6
56400 -1.41964 10.8189 15997.1
56500 -2.13169 35.7192 16011.4
56600 2.50583 0.0149465 15961.7
56700 1.8596 0.0441888 15874.7
56800 4.2231 0.000838563 15808.4
56900 -5.22866 6441.58 15852.8
57000 0.658274 0.33148 15879.4
57100 -1.38666 10.2367 15833.3
57200 4.64522 0.000413077 15868.9
57300 -2.89119 127.699 15902.2
57400 -4.23682 1220.26 15922.2
57500 0.887539 0.225653 15941.3
57600 8.63848 5.09334e-07 15946.3
57700 -2.9762 147.271 15985.6
57800 -3.08073 175.495 15994.2
57900 -1.67893 16.7137 15908.6
58000 -3.47413 339.507 15790.8
58100 -1.37135 9.97718 15808.4
58200 -5.17263 5863.82 15830.3
58300 -2.74915 100.626 15851.1
58400 5.24725 0.000150475 15884.9
58500 -2.42709 58.6271 15891
58600 0.272567 0.633052 15900.7
58700 1.25524 0.12178 15889.8
58800 -2.93401 137.208 15847.5
58900 -5.78856 16476.9 15885.8
59000 3.46894 0.00297123 16053.9
59100 -1.42168 10.8559 16114.3
59200 -14.3416 2.80321e+10 16052.7
59300 1.86818 0.0435573 15974.2
59400 -1.41617 10.7561 15903.4
59500 0.593464 0.369548 15799.2
59600 4.45226 0.000570955 15727.9
59700 -1.06279 5.94597 15806.5
59800 0.900229 0.220901 15909.9
59900 1.6162 0.0664695 15936.3
60000 7.57966 3.00842e-06 15935.7
60100 -3.21879 221.225 15895.4
60200 8.31394 8.77861e-07 15785.6
60300 -0.712425 3.30362 15781.9
60400 3.34883 0.0036344 15859.8
60500 -2.31696 48.7381 15882.1
60600 -3.75045 539.687 15904.8
60700 -3.66437 467.127 15983.3
60800 -1.01779 5.51366 15998.7
60900 -4.07583 931.489 15956.9
61000 -2.72041 95.8907 15912.1
61100 6.98013 8.22408e-06 15883.1
61200 6.99776 7.98438e-06 15919.4
61300 -0.48255 2.24662 15969.4
61400 4.66991 0.000396317 15916
61500 -2.54667 71.6483 15858.5
61600 0.246588 0.661249 15839
61700 5.77492 6.20955e-05 15835.1
61800 13.6388 1.15965e-10 15859.7
61900 0.806729 0.258411 15831.2
62000 8.43995 7.10605e-07 15807.3
62100 -5.52075 10514.3 15889.8
62200 -0.214372 1.43274 16018.8
62300 3.62955 0.0022695 16068.6
62400 2.69801 0.0108279 16036.4
62500 -2.9241 134.947 15943.6
62600 3.20009 0.00466426 15881
62700 -2.69042 91.1863 15778.5
62800 -1.41436 10.7236 15697.2
62900 6.84587 1.03013e-05 15728.5
63000 -2.06598 31.9916 15827.3
63100 -1.52338 12.8752 15938.8
63200 -4.67212 2532.58 15994.9
63300 0.784831 0.268079 15976.7
63400 -5.09823 5175.79 15968.2
63500 -3.57435 401.656 15877.2
63600 -0.0994216 1.18148 15853.1
63700 -1.30341 8.9026 15854.7
63800 3.89578 0.00145207 15884.2
63900 -1.30315 8.89869 15878.5
64000 0.296882 0.607752 15899.8
64100 3.75436 0.00184082 16004.7
64200 -6.01857 24234.3 16034.2
64300 3.41808 0.00323582 15968.4
64400 0.0949252 0.852803 15850.8
64500 3.00591 0.00646014 15775.5
64600 2.4816 0.0155667 15755.5
64700 -0.580347 2.64712 15793.6
64800 5.80334 5.9205e-05 15907.2
64900 -0.330345 1.74041 15974.3
65000 3.07962 0.00570886 16022.5
65100 -2.90963 131.711 16089.1
65200 0.721247 0.298252 16061.8
65300 -0.228325 1.46667 15899.6
65400 -2.18751 39.225 15742.4
65500 0.652896 0.334485 15628
65600 4.60623 0.000440996 15602.4
65700 -4.85009 3413.62 15723.2
65800 13.4698 1.53976e-10 15864.6
65900 4.80618 0.000315339 15977.4
66000 3.77787 0.00176961 16005.7
66100 0.410055 0.502669 15953.2
66200 0.908504 0.217856 15858.6
66300 0.578869 0.378707 15856.5
66400 -3.1238 188.643 15941.3
66500 -2.23302 42.337 15992
66600 -4.71374 2715.71 15988.6
66700 0.475914 0.450095 15979.2
66800 0.359567 0.547093 15913
66900 -4.24834 1244.09 15890.6
67000 -1.15356 6.92392 15873.2
67100 1.85395 0.0446092 15893.9
67200 -0.0165414 1.02813 15923.8
67300 -3.49956 354.305 15880.7
67400 -2.00545 28.9029 15947.3
67500 -4.12958 1019.37 16045.7
67600 2.64286 0.0118773 16096.9
67700 -12.7224 1.85378e+09 15999.4
67800 -2.07068 32.2446 15869.7
67900 11.2503 6.37262e-09 15783.4
68000 0.435037 0.482039 15812.4
68100 0.152499 0.774296 15928.8
68200 -1.05603 5.879 15978.2
68300 -6.2902 38221.6 15995.9
68400 6.02918 4.05357e-05 15998.2
68500 -0.522557 2.40256 15922.2
68600 9.00573 2.75088e-07 15888.7
68700 -4.26037 1269.44 15923.8
68800 0.408899 0.503644 15848.7
68900 1.01984 0.180744 15822.8
69000 -0.0889495 1.16091 15971.8
69100 2.74064 0.0100807 16096.2
69200 -5.04512 4734.7 16154
69300 -0.0870234 1.15716 16118.1
69400 -2.58252 76.0893 15985.3
69500 2.4236 0.0171571 15913.2
69600 -11.3475 1.84703e+08 15833.7
69700 -1.15405 6.92954 15797.8
69800 0.556476 0.393202 15936.7
69900 -7.67866 392446 16111.4
70000 -0.183302 1.35998 16102.5
70100 -1.59938 14.6258 16033.5
70200 -2.15703 37.2704 16006.9
70300 -2.41706 57.649 15991.3
70400 0.541749 0.403037 15976.3
70500 -4.30983 1379.26 15972.6
70600 -1.86434 22.8109 15932
70700 -3.42122 310.673 15890.7
70800 2.78652 0.00933399 15999.7
70900 -3.34111 271.611 16108.8
71000 4.90353 0.00026783 16068.9
71100 -3.16277 201.384 16016.5
71200 7.91844 1.7043e-06 15971.2
71300 1.47473 0.0842714 15953.1
71400 1.37153 0.100199 15972
71500 -7.42116 254797 16077.2
71600 -5.36612 8112.02 16210.4
71700 1.00972 0.183839 16231.8
71800 2.68489 0.0110688 16167.8
71900 -0.520768 2.39536 16187.4
72000 -5.26444 6840.03 16195.1
72100 1.56234 0.0727544 16119.5
72200 -0.278191 1.59462 16027
72300 -3.37449 287.25 15982.5
72400 -1.87247 23.1242 15972
72500 4.28072 0.000761309 15999.7
72600 9.27286 1.75739e-07 16026.4
72700 0.030935 0.949433 15944.1
72800 -3.35307 277.116 15928.8
72900 0.885955 0.226254 15966
73000 5.25246 0.000149165 15964.4
73100 1.5646 0.0724792 15912.9
73200 5.20021 0.000162828 15931.5
73300 -3.51446 363.266 15953.7
73400 1.04839 0.172291 15910.1
73500 -2.56297 73.6346 15918.9
73600 -3.05455 167.955 15993.1
73700 2.75096 0.00990766 15953.1
73800 8.61955 5.25772e-07 15911.9
73900 0.497201 0.434307 15899.9
74000 2.02849 0.033287 15900.1
74100 -4.40813 1626.5 15941.1
74200 3.19102 0.00473576 15987.9
74300 -1.9543 26.5263 15997.2
74400 2.36714 0.0188614 15977
74500 -0.857135 4.21123 15976.7
74600 -0.419348 2.02064 16004.6
74700 -4.07425 929.026 15987.7
