# Time-averaged data for fix muavg
# TimeStep v_muex v_boltz v_wvol
67200 7.71786 2.38594e-06 15481
67300 3.37254 0.00349267 15463.1
67400 0.856133 0.23786 15372.3
67500 9.86543 6.50419e-08 15281.9
67600 6.17701 3.16336e-05 15230.1
67700 6.43981 2.03564e-05 15167.5
67800 -3.83457 621.474 15141.7
67900 13.9924 6.40854e-11 15163.9
68000 0.0163207 0.972995 15261.4
68100 1.26526 0.119751 15427.5
68200 -1.22568 7.81428 15614.8
68300 -0.156144 1.29942 15723
68400 -3.02939 161.013 15726.1
68500 -1.2854 8.63755 15677.5
68600 0.5047 0.428879 15590.4
68700 0.683765 0.317605 15543
68800 4.31203 0.000722361 15524.8
68900 -1.50616 12.5087 15553.3
69000 2.32837 0.0201287 15621.5
69100 1.37542 0.0995471 15710.5
69200 -0.551084 2.52032 15778.7
69300 -4.78105 3040.31 15805.2
69400 -0.780291 3.70194 15800
69500 3.86897 0.00151886 15780.2
69600 -1.14959 6.87794 15815.4
69700 -0.984208 5.2117 15898.2
69800 2.71662 0.0104951 15962.1
69900 4.58123 0.000459882 15964.9
70000 -0.65426 2.99653 15952.3
70100 1.29694 0.113553 15983.5
70200 4.46233 0.000561386 15988.3
70300 0.84197 0.243578 15905.7
70400 0.772531 0.273668 15767.3
70500 -0.919039 4.67203 15577.3
70600 3.46716 0.0029801 15403.3
70700 2.03377 0.0329935 15409.3
70800 9.06795 2.47826e-07 15554.9
70900 0.99665 0.187913 15692.1
71000 2.81666 0.0088738 15733.2
71100 1.17309 0.139774 15699.6
71200 -4.55768 2090.23 15677.6
71300 6.98947 8.09625e-06 15650.2
71400 -0.158718 1.30504 15623
71500 0.187322 0.730364 15571.1
71600 -0.350697 1.80085 15588.2
71700 -2.56031 73.3068 15675.6
71800 0.689019 0.314819 15718.2
71900 1.33172 0.107117 15712.3
72000 -0.153328 1.29329 15675.3
72100 -0.171395 1.33309 15673.2
72200 -0.0136816 1.02321 15654.9
72300 0.149464 0.778248 15665.8
72400 5.75357 6.43602e-05 15760.6
72500 1.91192 0.0404762 15842.3
72600 -2.3037 47.6663 15894.3
72700 -0.602659 2.74807 15915.5
72800 0.875856 0.230119 15863
72900 -0.458496 2.15778 15764.4
73000 3.04617 0.00603829 15720
73100 0.663115 0.3288 15755.4
73200 5.63556 7.84486e-05 15846.4
73300 3.98121 0.00125821 15824.2
73400 0.616036 0.355818 15741.5
73500 -0.47613 2.22256 15673
73600 -0.398129 1.94998 15706.9
73700 1.69502 0.0582377 15795.9
73800 1.78881 0.0497598 15836.4
73900 2.3162 0.020544 15859.1
74000 4.4257 0.000596963 15904.8
74100 2.68084 0.0111442 15863.6
74200 0.405301 0.506693 15755.6
74300 4.18787 0.000889612 15700.5
74400 3.05328 0.00596674 15760.4
74500 1.39886 0.0957092 15762.4
74600 5.98961 4.33175e-05 15741.5
74700 3.71601 0.00196312 15792.2
74800 0.320566 0.584081 15814.4
74900 -2.94866 140.622 15784.5
75000 1.12732 0.150926 15716.1
75100 0.0754221 0.881163 15675.8
75200 3.26007 0.00421782 15635.6
75300 4.13551 0.000971278 15623
75400 -0.741483 3.46863 15592.2
75500 -4.27259 1295.72 15611.9
75600 3.26357 0.0041932 15727
75700 2.33928 0.0197638 15820.8
75800 0.0772845 0.878415 15887
75900 1.90869 0.0406958 15901.5
76000 2.48852 0.015387 15895.1
76100 2.51542 0.0147081 15851.6
76200 -1.63122 15.4284 15790
76300 1.68224 0.0595002 15740.3
76400 -0.0649638 1.11513 15657.3
76500 3.07649 0.00573883 15601.9
76600 6.01296 4.16539e-05 15580.1
76700 5.42503 0.000111673 15591.3
76800 -1.74502 18.6733 15579.7
76900 1.6589 0.0618755 15589
77000 0.656661 0.332379 15614.3
77100 1.94152 0.0385153 15579.5
77200 11.5302 3.98528e-09 15568.9
77300 1.22603 0.127897 15605.2
77400 0.860084 0.236289 15630
77500 -2.64358 84.2963 15678.7
77600 -0.650425 2.97731 15722
77700 -0.362758 1.83765 15768.2
77800 -1.44859 11.3574 15776.8
77900 8.31045 8.83019e-07 15753.4
78000 2.77896 0.0094531 15713
78100 -0.0496566 1.08686 15687.9
78200 -1.26509 8.34835 15700.8
78300 -1.70208 17.3756 15633
78400 2.2638 0.0224315 15539.7
78500 2.37811 0.0185177 15487.7
78600 1.69903 0.0578475 15460.8
78700 3.77945 0.00176494 15447
78800 10.2427 3.45429e-08 15447.3
78900 7.50699 3.39845e-06 15432.3
79000 -2.86427 122.06 15400
79100 4.97287 0.000238421 15300.2
79200 3.99812 0.00122301 15206.1
79300 4.16829 0.000919328 15169.1
79400 7.39184 4.12249e-06 15207.7
79500 6.19375 3.07574e-05 15265.3
79600 -0.692138 3.19309 15322.8
79700 -0.556526 2.54343 15381.6
79800 1.81217 0.0478475 15409.2
79900 -1.45478 11.4759 15415.6
80000 7.65369 2.65713e-06 15353.7
80100 8.11297 1.2298e-06 15280.7
80200 5.50045 9.84037e-05 15286.1
80300 5.61878 8.06874e-05 15328.2
80400 1.45774 0.086708 15370.8
80500 0.50883 0.425917 15382.8
80600 4.7627 0.000339192 15375.1
80700 0.166118 0.756809 15427.8
80800 1.14039 0.147654 15469.2
80900 4.46329 0.000560486 15465.2
81000 1.67588 0.0601379 15468.5
81100 4.74348 0.000350306 15494.6
81200 2.04235 0.0325223 15477.2
81300 9.25912 1.79838e-07 15405.3
81400 15.266 7.56762e-12 15369.8
81500 2.55527 0.0137571 15355.8
81600 -0.418657 2.0183 15359
81700 3.38643 0.00341223 15399.6
81800 2.38859 0.0181951 15461.6
81900 3.74842 0.00185925 15465.8
82000 3.34398 0.00366408 15389.9
82100 2.15901 0.0267422 15251.1
82200 2.56172 0.013609 15155.2
82300 -1.44285 11.2485 15142.9
82400 0.263634 0.64261 15190.7
82500 4.06246 0.00109791 15271.3
82600 1.38089 0.0986387 15321.9
82700 10.5536 2.05063e-08 15324.3
82800 -1.96293 26.9131 15309.1
82900 1.6232 0.0656936 15266
83000 8.29296 9.09316e-07 15185.8
83100 6.23399 2.87502e-05 15179.5
83200 8.78269 3.99897e-07 15217.8
83300 -0.622319 2.8402 15201.6
83400 2.23321 0.0236125 15216.5
83500 0.4866 0.442099 15323.1
83600 -1.40502 10.5568 15485.1
83700 4.76489 0.000337949 15607.6
83800 2.13015 0.0280687 15663
83900 -4.36247 1506.58 15724
84000 0.0772495 0.878466 15766.2
84100 -3.85182 639.722 15745.3
84200 1.36218 0.101782 15733
84300 1.49668 0.081226 15715.8
84400 -1.34019 9.46905 15744.8
84500 8.54374 5.97069e-07 15787
84600 2.57042 0.0134118 15806
84700 4.45425 0.000569047 15778.2
84800 1.55594 0.0735397 15711.3
84900 2.40458 0.0177135 15623.4
