# Time-averaged data for fix avg
# TimeStep v_dens v_vol_
35000 1.0212 58406.3
40000 1.01741 58624.3
45000 1.01646 58678.9
50000 1.0188 58544.1
55000 1.02297 58305.3
60000 1.02399 58247.3
65000 1.01982 58485.7
70000 1.02165 58381.3
75000 1.01974 58489.5
80000 1.0209 58424.1
85000 1.02103 58415.8
90000 1.01953 58502.1
95000 1.02199 58361.5
100000 1.02127 58402.2
105000 1.02298 58304.8
